"","Solibacterales","Blastocatellales","uncultured","Microtrichales","Propionibacteriales","Streptomycetales","Streptosporangiales","Coriobacteriales","Fimbriimonadales","Bacteroidales","Chitinophagales","Cytophagales","Flavobacteriales","Sphingobacteriales","Chlorobiales","Ignavibacteriales","OPB56","SJA28.","SJA28","Caldisericales","Anaerolineales","Ardenticatenales","SBR1031","Chloroflexales","Thermomicrobiales","Cloacimonadales","Obscuribacterales","Chloroplast","Nostocales","Campylobacterales","Fibrobacterales","Bacillales","Lactobacillales","Clostridiales","Erysipelotrichales","Fusobacteriales","Gemmatimonadales","CandidatusKomeilibacteria.","CandidatusPeregrinibacteria.","CandidatusPeribacteria.","CandidatusPeribacteria","JGI0000069.P22","CandidatusCurtissbacteria.","CandidatusRoizmanbacteria.","CandidatusNomurabacteria","CandidatusZambryskibacteria.","Saccharimonadales","Phycisphaerales","Tepidisphaerales","Gemmatales","Isosphaerales","Pirellulales","Planctomycetales","Acetobacterales","AlphaproteobacteriaIncertae.Sedis.","Azospirillales","Caulobacterales","Holosporales","Micavibrionales","Puniceispirillales","Rhizobiales","Rhodobacterales","Sphingomonadales","Tistrellales","Betaproteobacteriales","Pseudomonadales","Leptospirales","Spirochaetales","Synergistales","Kosmotogales","Petrotogales","Thermotogales","Verrucomicrobiales"
"2008-08-19",21,0,51853,0,67,3,0,7,0,142,903,51,302,11,0,0,172,2,0,0,0,0,0,0,0,0,19,0,7,41,0,2,18,780,59,0,15,0,0,0,2,0,0,0,0,0,377,0,0,0,2,0,423,3,0,0,77,3,0,0,3008,2320,1970,0,2999,4,10,0,0,0,0,0,4
"2008-10-28",10,0,24963,0,115,0,0,13,0,79,214,76,95,4,0,0,33,0,0,0,0,0,0,2,0,0,9,0,2,65,0,0,3,311,17,0,14,6,3,0,3,0,0,0,0,0,34,4,0,7,4,0,203,18,5,0,84,0,0,0,1225,1197,1199,0,3341,2,45,0,0,0,0,0,0
"2009-02-04",10,0,48664,0,164,7,2,6,0,140,1368,115,1079,22,0,2,4,0,0,0,14,0,0,7,0,0,186,7,2,182,7,4,19,480,18,0,43,3,0,4,4,0,0,0,0,0,23,7,0,19,0,0,213,57,0,0,117,0,0,0,2292,2168,1319,0,3216,13,13,7,0,0,0,0,14
"2009-05-06",10,0,45220,0,14,6,0,2,0,31,331,10,21,0,0,0,7,0,0,0,0,0,7,14,0,0,0,0,0,9,0,2,11,605,29,0,21,0,0,0,0,0,5,0,0,3,570,3,0,9,12,0,210,4,0,0,39,0,0,0,4005,2527,862,0,563,0,0,0,2,0,0,0,3
"2009-08-19",2,0,22089,0,30,2,0,0,0,51,94,2,45,2,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,180,11,0,3,2,0,0,7,0,0,0,0,0,67,0,0,0,8,0,34,0,3,0,19,0,0,0,1347,388,826,0,337,0,33,0,0,0,0,0,3
"2009-10-28",17,0,56417,0,1009,7,0,5,0,14,775,49,43,0,0,0,5,0,0,0,18,275,23,44,0,0,12,0,0,52,0,2,9,938,15,0,69,0,7,0,92,0,0,0,0,0,1046,16,0,47,63,8,190,12,0,0,118,0,0,0,3022,1098,1229,0,1337,7,4,0,0,0,0,0,12
"2010-02-04",2,0,23032,0,19,5,0,8,0,40,298,65,454,0,0,0,12,0,0,0,0,1,0,0,4,0,4,0,0,40,0,0,9,338,42,0,17,0,0,0,0,0,0,0,0,0,60,0,0,0,6,0,75,0,0,0,47,0,0,0,1677,2274,965,0,2900,17,0,0,0,0,0,0,6
"2010-05-06",0,0,9893,0,93,0,0,3,0,7,233,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,170,4,0,3,0,0,0,0,0,0,0,0,0,286,2,0,4,6,0,34,0,2,0,57,0,0,0,907,499,454,0,356,0,0,0,0,0,0,0,2
"2010-08-19",0,0,60658,0,191,14,5,9,0,4,645,10,46,0,0,0,0,0,0,0,2,0,14,76,0,0,0,0,0,105,0,10,7,716,22,0,23,0,0,0,0,0,0,0,0,0,15,8,0,36,36,1,236,5,0,0,77,0,0,0,3521,5064,1021,0,634,0,0,0,0,0,0,0,0
"2010-10-28",10,0,58445,0,50,6,4,17,0,52,1231,153,624,0,0,0,30,0,0,0,0,7,0,4,0,0,8,18,11,17,0,110,50,1041,124,0,21,0,17,0,0,0,2,0,0,0,59,0,0,2,29,0,278,14,0,0,80,0,0,0,4233,4145,1848,0,2759,10,7,0,2,0,0,0,0
"2011-02-04",10,0,80862,0,242,8,0,19,0,157,843,122,843,3,0,0,20,0,0,0,2,0,0,3,0,0,40,45,5,445,0,27,4,1610,70,0,9,0,0,0,0,0,0,0,0,0,79,8,0,11,14,0,635,35,0,0,346,2,0,0,10441,11315,5065,0,5017,35,1,2,4,0,0,0,0
"2011-08-19",14,0,15682,0,23,0,0,4,0,112,212,42,95,7,0,0,38,0,0,0,0,0,0,0,0,0,6,0,0,68,2,3,8,582,10,0,21,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,141,10,0,0,53,0,0,0,689,764,482,0,1001,2,30,4,0,0,0,0,2
"2011-10-28",29,0,33669,0,42,0,0,3,0,29,799,88,234,0,0,0,0,0,0,0,0,0,2,40,0,0,25,10,0,65,0,0,6,355,14,0,19,0,0,0,3,0,0,0,0,0,5,8,0,13,2,3,170,13,0,0,95,0,0,0,2142,897,635,0,1864,2,2,0,0,0,0,0,0
"2012-02-04",6,0,11245,0,65,0,0,3,0,29,182,42,89,0,0,0,0,0,0,0,0,0,0,2,0,0,2,12,0,19,0,0,0,191,13,0,4,0,0,0,0,0,0,0,0,0,37,0,0,9,0,0,53,0,0,0,30,2,0,0,748,470,526,0,347,0,0,2,0,0,0,0,0
"2012-05-06",25,0,48414,0,90,3,0,4,0,15,321,21,99,0,0,0,39,0,0,0,5,1,4,14,0,0,4,0,3,33,0,6,0,797,18,0,7,0,0,0,0,0,3,0,0,0,239,10,2,24,8,6,226,17,0,0,160,0,0,0,2980,1995,1459,0,1362,3,2,0,0,0,0,0,2
"2012-08-19",0,0,4905,0,9,0,0,0,0,6,33,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,16,0,33,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,7,0,0,0,163,113,135,0,123,0,5,0,0,0,0,0,0
"2012-10-28",9,0,13640,0,17,5,0,2,0,38,204,5,51,0,0,0,5,0,0,0,2,2,0,0,0,0,0,0,0,52,0,3,10,163,31,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,2,0,63,2,0,0,24,2,0,0,1207,419,709,0,230,0,2,0,0,0,0,0,0
"2013-02-04",0,0,3264,0,2,0,0,0,0,2,12,3,2,0,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,34,0,0,0,31,4,0,2,0,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,9,0,0,0,158,87,97,0,78,0,16,0,0,0,0,0,0
"2013-05-06",70,0,75029,0,385,5,0,12,0,43,1922,93,410,4,0,0,8,0,0,0,0,0,11,58,0,0,113,6,3,111,0,4,13,1132,79,0,133,0,0,0,5,0,0,0,0,0,6,20,0,16,40,2,300,73,0,0,256,0,0,0,3569,5749,2962,0,4829,4,4,2,2,0,0,0,3
"2013-08-19",6,0,28767,0,46,2,0,12,3,47,634,8,33,0,0,0,24,0,0,0,9,11,0,2,0,0,2,0,3,43,0,0,11,701,41,0,28,5,0,0,0,0,0,0,0,0,2,0,0,11,16,0,243,11,0,0,52,0,0,0,2104,1308,845,0,595,2,0,0,0,0,0,0,0
"2013-10-28",0,0,58812,0,83,2,0,2,0,7,1377,234,180,46,0,0,18,0,0,0,0,7,8,9,0,0,8,28,0,74,0,145,3,209,18,0,21,0,0,0,0,0,0,0,0,0,310,5,0,7,21,0,311,6,0,0,173,0,0,0,2420,3040,1592,0,947,2,0,0,0,0,0,0,20
