"","Solibacterales","Blastocatellales","uncultured","Microtrichales","Propionibacteriales","Streptomycetales","Streptosporangiales","Coriobacteriales","Fimbriimonadales","Bacteroidales","Chitinophagales","Cytophagales","Flavobacteriales","Sphingobacteriales","Chlorobiales","Ignavibacteriales","OPB56","SJA28.","SJA28","Caldisericales","Anaerolineales","Ardenticatenales","SBR1031","Chloroflexales","Thermomicrobiales","Cloacimonadales","Obscuribacterales","Chloroplast","Nostocales","Campylobacterales","Fibrobacterales","Bacillales","Lactobacillales","Clostridiales","Erysipelotrichales","Fusobacteriales","Gemmatimonadales","CandidatusKomeilibacteria.","CandidatusPeregrinibacteria.","CandidatusPeribacteria.","CandidatusPeribacteria","JGI0000069.P22","CandidatusCurtissbacteria.","CandidatusRoizmanbacteria.","CandidatusNomurabacteria","CandidatusZambryskibacteria.","Saccharimonadales","Phycisphaerales","Tepidisphaerales","Gemmatales","Isosphaerales","Pirellulales","Planctomycetales","Acetobacterales","AlphaproteobacteriaIncertae.Sedis.","Azospirillales","Caulobacterales","Holosporales","Micavibrionales","Puniceispirillales","Rhizobiales","Rhodobacterales","Sphingomonadales","Tistrellales","Betaproteobacteriales","Pseudomonadales","Leptospirales","Spirochaetales","Synergistales","Kosmotogales","Petrotogales","Thermotogales","Verrucomicrobiales"
"2010-05-06",6,0,20672,0,14,2,0,2,0,50,183,20,48,0,0,7,6,0,0,0,0,4,0,0,0,0,0,0,0,208,0,1,9,222,13,0,2,0,0,0,0,0,0,0,0,0,74,0,0,4,5,0,72,0,0,0,60,0,0,0,1371,497,786,0,470,0,28,0,0,0,0,0,4
"2010-08-19",4,3,45382,0,59,2,0,11,0,7,551,8,245,0,0,3,9,0,0,0,0,3,0,6,0,0,4,42,0,163,0,17,8,1045,42,0,0,0,3,0,0,0,0,0,0,0,95,0,2,8,8,0,415,2,0,0,128,0,0,0,4562,3496,2240,0,2407,16,0,0,0,0,0,0,4
"2010-10-28",5,0,24548,0,444,0,0,10,0,90,305,35,19,0,0,9,27,2,5,0,5,39,0,11,0,3,0,0,0,12,0,2,9,185,15,0,9,3,0,0,2,0,0,0,0,0,285,2,0,12,13,5,132,2,0,0,127,0,0,0,1919,1457,858,0,808,0,2,0,0,0,0,0,2
"2011-02-04",11,0,38655,0,51,0,0,3,0,2,420,23,7,0,0,0,33,0,0,0,3,13,4,13,12,0,0,2,0,48,0,0,9,835,15,0,15,0,6,0,5,0,0,0,0,0,216,12,2,0,11,0,622,2,0,0,159,0,0,0,4498,2329,2534,0,1204,0,4,0,0,0,0,0,14
"2011-08-19",15,0,29268,0,134,0,0,3,0,76,285,90,111,6,0,0,17,0,0,0,4,9,0,4,0,0,14,0,0,77,0,7,8,335,24,0,11,0,0,0,0,0,0,0,0,0,56,0,0,8,0,0,170,30,4,0,95,6,0,0,1207,1366,1134,0,3676,0,30,0,0,0,0,0,9
"2011-10-28",29,0,47471,0,29,0,0,0,2,92,1305,26,90,6,0,0,179,0,0,2,56,0,0,0,0,0,146,167,0,25,0,10,3,639,10,0,90,2,0,0,13,0,0,0,0,0,339,0,0,11,15,0,142,14,0,0,219,0,0,0,3019,2166,1446,0,3412,0,8,4,0,0,0,0,2
"2012-02-04",8,479,55175,2,0,0,0,0,0,276,156,59,1326,4,0,0,0,0,0,0,0,0,0,291,0,0,45,2,0,36,0,81,3,171,1,0,0,0,0,0,0,0,0,0,0,0,2,1003,0,0,2,0,125,81,0,0,228,0,0,0,6439,2058,1641,0,1184,0,0,0,0,0,0,0,21
"2012-05-06",22,0,55782,0,29,16,0,11,2,56,1017,87,112,0,0,3,15,0,0,0,4,7,13,26,0,0,13,16,14,71,0,0,6,1153,33,0,4,0,0,6,14,0,38,0,0,0,681,20,0,292,113,54,311,9,0,5,139,0,0,0,5434,2033,1034,0,1373,3,0,0,0,0,0,0,32
"2012-08-19",30,0,38935,0,38,0,0,6,0,24,898,54,19,0,0,0,56,0,0,0,2,0,11,27,0,11,32,4,0,25,0,119,8,617,24,0,61,0,3,6,0,0,0,3,0,0,20,13,0,70,113,0,155,34,0,0,104,0,0,0,2253,1221,965,0,5774,0,4,0,0,0,0,0,0
"2012-10-28",0,0,5846,0,5,0,0,0,0,22,36,9,2,3,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,22,0,0,3,74,10,0,10,0,0,0,0,0,0,0,0,0,14,0,0,0,6,0,10,2,0,0,21,0,0,0,500,283,260,0,209,0,4,0,0,0,0,0,0
"2013-02-04",0,0,12715,0,59,0,0,2,0,44,71,22,54,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,28,0,2,5,179,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,61,0,0,0,30,0,0,0,711,638,880,0,258,0,2,0,0,0,0,0,2
"2013-05-06",0,0,42075,0,196,192,10,2,0,36,355,100,169,2,0,0,5,0,0,0,7,30,8,221,0,0,0,0,9,118,0,0,0,498,13,0,14,0,0,0,0,0,0,0,0,0,70,0,0,24,23,9,328,107,2,3,92,0,0,0,5250,5255,1119,2,788,6,0,0,0,0,0,0,0
"2013-08-19",31,0,44312,0,49,0,0,16,2,7,537,55,46,0,0,6,2,0,0,0,6,0,17,37,0,0,17,0,0,33,0,0,8,609,27,0,4,0,0,0,2,0,0,0,0,0,609,2,2,71,69,0,88,9,0,0,275,0,0,0,4306,2442,1482,0,1996,5,0,0,0,0,0,0,21
"2013-10-28",0,0,7056,0,39,0,0,0,0,17,103,4,7,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,8,0,4,0,70,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,2,0,0,23,0,0,0,34,0,0,0,617,365,210,0,409,0,0,0,0,0,0,0,0
