"","Solibacteraceae.Subgroup.3.","Blastocatellaceae","uncultured","Nocardioidaceae","Streptomycetaceae","Streptosporangiaceae","Fimbriimonadaceae","Prevotellaceae","Chitinophagaceae","Saprospiraceae","Hymenobacteraceae","SpirosomaceaeD_5_.Dyadobacter","Spirosomaceae","Flavobacteriaceae","Weeksellaceae","Sphingobacteriaceae","Chlorobiaceae","CandidatusKapabacteria.sp..59.99.","unculturedsludge.bacterium.A12b.","unculturedsludge.bacterium.","LF045","Anaerolineaceae","Ardenticatenaceae","A4b","unculturedCaldilineaceae.bacterium.","Chloroflexaceae","Herpetosiphonaceae","Roseiflexaceae","AKYG1722","Plasmoparaviticola.","Phormidiaceae","Thiovulaceae","metagenome","Fibrobacteraceae","Bacillaceae","Clostridiaceae1","Lachnospiraceae","Erysipelotrichaceae","Gemmatimonadaceae","CandidatusKomeilibacteria.bacterium.RIFCSPHIGHO2_01_FULL_52_14.","CandidatusKomeilibacteria.bacterium.RIFOXYC1_FULL_37_11.","CandidatusPeregrinibacteria.bacterium.RIFCSPLOWO2_01_FULL_48_20.","bacteriumWH3.1.","CandidatusPeribacteria.bacterium.RIFCSPHIGHO2_02_FULL_53_20.","groundwatermetagenome.","unculturedbacterium.GKS2.174.","CandidatusRoizmanbacteria.bacterium.RIFCSPLOWO2_01_FULL_40_32.","unculturedbacterium.","Saccharimonadaceae","soilbacterium.WF55.","Phycisphaeraceae","Tepidisphaeraceae","D2101.soil.group.","D2101.soil.group","Gemmataceae","Isosphaeraceae","Pirellulaceae","Rubinisphaeraceae","Schlesneriaceae","Acetobacteraceae","UnknownFamily.","Azospirillaceae","Caulobacteraceae","Holosporaceae","A0839","Hyphomicrobiaceae","Rhizobiaceae","Xanthobacteraceae","Rhodobacteraceae","Sphingomonadaceae","Geminicoccaceae","Burkholderiaceae","Moraxellaceae","Pseudomonadaceae","Leptospiraceae","Spirochaetaceae","Synergistaceae","Kosmotogaceae","Petrotogaceae","Fervidobacteriaceae","Rubritaleaceae","Verrucomicrobiaceae"
"2008-10-28",7,0,15314,29,0,0,0,0,126,0,0,0,7,105,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,54,0,6,0,0,36,0,0,10,129,0,777,643,0,632,0,2,3,0,0,0,0,0,7,0
"2009-02-04",20,0,54844,153,2,0,0,0,564,0,0,0,6,35,0,0,0,0,0,0,0,0,28,0,3,0,0,2,0,6,0,2,24,0,0,11,5,27,11,3,0,5,0,0,0,2,0,0,0,149,11,0,0,0,141,71,4,116,0,0,0,0,154,0,94,179,343,0,1489,1197,0,305,0,0,6,0,0,0,0,0,0,2
"2009-05-06",0,0,8501,38,0,0,0,0,96,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,2,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,32,0,13,0,70,0,438,196,0,120,0,0,0,0,0,0,0,0,0,0
"2009-10-28",9,0,54378,131,4,0,2,0,524,0,0,3,37,527,0,5,0,0,0,0,0,9,5,0,4,0,0,0,0,0,0,0,18,0,0,3,7,34,8,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,7,0,151,0,13,0,0,367,0,3,4,618,0,2754,2224,0,1600,3,28,2,0,2,0,0,0,0,0
"2010-02-04",4,0,9834,4,2,0,0,0,147,0,0,0,0,146,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,4,2,90,0,2,0,0,27,0,21,5,302,0,466,330,0,252,0,0,0,0,0,0,0,0,0,7
"2010-05-06",0,0,4175,4,0,0,0,0,15,0,0,0,2,14,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,20,0,71,116,0,42,0,0,18,0,0,0,0,0,0,0
"2010-08-19",29,2,56775,6,0,0,4,0,1100,0,4,0,8,12,0,0,0,2,0,0,0,2,0,0,0,37,0,0,0,0,29,0,33,0,0,2,4,18,32,0,0,0,0,0,0,0,0,0,0,1960,4,0,0,0,27,19,0,77,0,4,0,0,216,0,65,6,365,0,1482,1160,0,820,0,0,0,0,0,0,0,0,0,0
"2010-10-28",2,0,6266,44,0,0,0,0,42,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,23,0,13,0,41,0,320,123,0,127,0,0,0,0,0,0,0,0,0,0
"2011-02-04",5,0,16348,21,0,0,0,0,140,0,0,0,18,67,0,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,3,2,2,11,8,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,15,0,0,120,0,10,0,0,44,6,31,5,99,0,512,493,0,394,0,0,10,0,0,0,0,0,0,0
"2011-08-19",0,0,14984,36,0,3,0,0,130,0,0,0,19,54,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,8,0,2,4,0,15,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,15,2,0,64,0,0,0,0,56,0,36,13,175,0,873,586,0,650,0,0,0,0,0,0,0,0,0,0
"2011-10-28",0,0,51375,139,16,0,0,0,386,0,0,0,9,309,0,0,0,0,0,0,0,0,3,0,30,0,0,4,0,2,0,0,0,0,2,5,5,44,2,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,73,60,18,616,2,16,0,0,144,0,85,21,1109,0,2778,1166,0,1387,2,2,0,0,0,0,0,0,0,6
"2012-02-04",18,0,171788,185,1459,3,3,9,5065,19,0,20,246,649,39,29,0,0,0,0,0,47,128,18,55,218,114,111,0,9,0,0,213,7,3,16,13,113,190,0,0,0,3,0,0,3,0,0,0,50,55,0,0,0,413,110,239,920,53,144,170,0,273,0,361,28,2004,0,8301,4282,80,3158,8,1,0,2,0,0,0,0,0,11
"2012-05-06",108,0,71116,87,0,0,0,0,845,0,0,0,29,3,0,2,0,7,8,0,0,0,2,2,31,13,0,39,0,0,0,0,10,6,3,9,0,16,20,0,0,0,0,14,0,2,0,0,0,668,4,0,3,2,73,76,1,48,5,10,0,0,288,0,104,3,230,0,1352,1134,0,793,0,0,0,0,0,0,0,0,6,2
"2012-08-19",46,0,44144,48,0,0,0,0,854,0,0,0,0,131,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,48,4,0,7,2,19,15,0,0,0,0,0,0,0,3,0,0,30,5,0,0,3,8,0,0,218,2,7,2,0,100,0,24,0,122,0,834,1044,0,973,0,0,58,0,0,0,0,0,2,9
"2012-10-28",7,0,48121,28,2,0,0,0,553,0,0,2,33,226,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,4,10,34,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,9,0,83,0,10,0,0,99,0,0,0,721,1,4808,2255,0,2812,0,4,0,0,2,0,0,0,4,0
"2013-05-06",0,0,24762,18,0,0,0,0,147,0,0,0,140,665,0,2,0,0,0,0,0,3,14,0,0,13,0,0,0,0,0,0,8,0,0,0,8,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,130,0,4,0,0,81,0,0,0,212,0,2084,745,0,1637,0,9,4,0,0,0,0,0,5,2
"2013-08-19",2,0,8186,14,0,0,0,0,30,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,48,0,209,210,0,61,0,0,7,0,0,0,0,0,0,0
"2013-10-28",1,0,43581,24,0,0,0,0,395,0,0,0,19,338,0,11,0,0,0,0,0,0,1,0,0,0,0,2,0,15,0,0,6,0,2,4,0,21,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,18,9,2,242,0,11,0,0,112,0,5,0,506,0,2814,1707,0,1515,2,18,0,0,0,0,0,0,7,0
