"","Solibacteraceae.Subgroup.3.","Blastocatellaceae","uncultured","Nocardioidaceae","Streptomycetaceae","Streptosporangiaceae","Fimbriimonadaceae","Prevotellaceae","Chitinophagaceae","Saprospiraceae","Hymenobacteraceae","SpirosomaceaeD_5_.Dyadobacter","Spirosomaceae","Flavobacteriaceae","Weeksellaceae","Sphingobacteriaceae","Chlorobiaceae","CandidatusKapabacteria.sp..59.99.","unculturedsludge.bacterium.A12b.","unculturedsludge.bacterium.","LF045","Anaerolineaceae","Ardenticatenaceae","A4b","unculturedCaldilineaceae.bacterium.","Chloroflexaceae","Herpetosiphonaceae","Roseiflexaceae","AKYG1722","Plasmoparaviticola.","Phormidiaceae","Thiovulaceae","metagenome","Fibrobacteraceae","Bacillaceae","Clostridiaceae1","Lachnospiraceae","Erysipelotrichaceae","Gemmatimonadaceae","CandidatusKomeilibacteria.bacterium.RIFCSPHIGHO2_01_FULL_52_14.","CandidatusKomeilibacteria.bacterium.RIFOXYC1_FULL_37_11.","CandidatusPeregrinibacteria.bacterium.RIFCSPLOWO2_01_FULL_48_20.","bacteriumWH3.1.","CandidatusPeribacteria.bacterium.RIFCSPHIGHO2_02_FULL_53_20.","groundwatermetagenome.","unculturedbacterium.GKS2.174.","CandidatusRoizmanbacteria.bacterium.RIFCSPLOWO2_01_FULL_40_32.","unculturedbacterium.","Saccharimonadaceae","soilbacterium.WF55.","Phycisphaeraceae","Tepidisphaeraceae","D2101.soil.group.","D2101.soil.group","Gemmataceae","Isosphaeraceae","Pirellulaceae","Rubinisphaeraceae","Schlesneriaceae","Acetobacteraceae","UnknownFamily.","Azospirillaceae","Caulobacteraceae","Holosporaceae","A0839","Hyphomicrobiaceae","Rhizobiaceae","Xanthobacteraceae","Rhodobacteraceae","Sphingomonadaceae","Geminicoccaceae","Burkholderiaceae","Moraxellaceae","Pseudomonadaceae","Leptospiraceae","Spirochaetaceae","Synergistaceae","Kosmotogaceae","Petrotogaceae","Fervidobacteriaceae","Rubritaleaceae","Verrucomicrobiaceae"
"2008-08-19",3,0,10732,35,2,0,0,0,53,0,0,0,10,134,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,5,0,0,30,0,0,3,108,0,462,793,0,200,0,2,9,0,0,0,0,0,5,0
"2008-10-28",15,0,31230,68,0,0,0,0,506,0,0,0,18,96,0,0,0,0,0,0,0,4,0,0,7,0,0,72,0,3,0,0,0,3,0,0,0,15,27,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,30,9,0,134,0,15,0,0,99,0,77,30,242,0,788,403,0,207,0,0,5,0,0,0,0,0,0,0
"2009-02-04",8,0,73931,702,0,0,0,0,453,0,0,0,7,44,0,0,0,0,0,0,0,0,12,0,0,16,0,44,0,0,0,0,26,0,0,0,5,10,14,0,0,0,3,0,0,0,0,0,0,608,0,0,0,0,11,7,0,168,2,2,0,0,77,0,0,21,672,0,2442,520,0,325,0,0,1,0,0,0,0,0,0,0
"2009-05-06",0,0,12045,24,0,0,0,0,63,0,0,0,13,11,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,3,0,0,0,4,7,2,0,0,0,2,0,0,0,0,0,0,37,0,0,0,0,0,0,0,38,0,2,0,0,42,0,0,5,110,0,1166,528,0,351,0,0,0,0,0,0,0,0,29,0
"2009-08-19",126,0,66741,118,0,0,3,0,978,80,0,0,32,146,0,3,0,0,54,0,0,8,0,0,24,5,8,144,0,0,0,0,2,6,0,7,4,15,71,7,0,0,0,0,17,9,0,0,0,54,46,0,0,0,80,38,15,276,7,31,0,0,201,0,338,23,206,0,755,705,0,525,0,0,16,2,0,0,0,0,0,0
"2009-10-28",2,0,96907,147,9,0,4,0,986,5,0,0,57,125,0,2,0,0,0,2,0,8,8,0,24,0,0,4,0,0,0,0,85,0,0,15,4,92,24,0,2,0,0,3,0,0,0,0,8,188,9,0,0,0,18,41,0,248,0,5,2,0,93,0,5,4,869,0,5575,2787,0,1440,0,0,0,0,0,0,0,0,12,8
"2010-02-04",16,0,47318,55,7,0,0,0,455,0,0,0,25,173,0,8,0,0,0,2,0,2,0,0,0,2,0,9,8,0,0,0,10,0,0,2,16,45,21,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,4,0,102,0,23,0,0,98,0,0,26,209,0,2006,1267,0,1005,0,0,3,2,0,0,0,0,8,0
"2010-05-06",0,0,19898,19,2,0,0,0,418,0,0,0,32,390,0,20,0,0,0,0,0,0,1,0,0,0,0,0,8,3,0,0,3,0,0,0,2,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,13,2,0,30,0,0,25,212,0,2352,1149,0,1413,4,7,0,0,2,0,0,0,0,0
"2010-08-19",92,0,89159,41,2,0,3,0,328,8,0,0,210,11,0,11,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,23,0,2,4,11,31,118,0,0,0,0,0,0,0,0,0,0,104,10,0,3,2,0,7,8,127,0,92,0,0,185,0,2,27,311,0,2977,1207,0,1485,0,2,51,2,0,0,0,0,0,4
"2010-10-28",21,0,62366,145,3,0,0,0,350,0,0,0,4,211,0,0,0,0,0,0,0,0,12,0,0,27,0,2,0,0,0,0,4,0,0,4,6,23,5,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,9,4,0,229,0,2,4,2,59,0,97,74,333,0,2014,1512,0,829,0,7,2,0,0,0,0,2,5,0
"2011-02-04",19,0,40893,49,0,0,0,0,411,0,0,2,64,481,0,14,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,4,0,0,0,2,35,18,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,9,0,0,158,0,17,0,0,153,0,26,5,380,0,2574,1400,0,2466,2,2,8,0,0,0,0,2,0,0
"2011-05-06",0,0,17223,78,0,0,0,0,115,0,0,0,6,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,3,0,0,36,0,0,0,0,49,0,0,11,125,0,860,683,0,727,4,0,0,0,0,0,0,0,6,0
"2011-08-19",9,0,68872,24,4,0,2,0,572,0,0,0,15,216,0,13,0,0,0,0,5,0,0,0,0,11,0,0,8,0,0,0,3,0,0,4,10,34,12,0,0,0,0,0,0,0,0,0,0,266,3,0,3,0,5,4,0,184,0,0,4,0,301,0,51,5,408,0,4394,1992,0,804,0,3,0,0,0,0,0,0,5,0
"2011-10-28",0,0,15641,22,0,0,0,0,135,0,0,0,26,121,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,34,0,2,0,0,69,0,2,2,234,0,1102,434,0,801,0,7,16,0,0,0,0,0,0,0
"2012-02-04",0,0,4221,5,0,0,0,0,17,0,0,0,0,15,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,7,0,0,0,31,0,142,169,0,30,0,0,0,0,0,0,0,0,0,0
"2012-05-06",2,0,5434,56,0,0,0,0,59,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,16,0,18,0,535,70,0,19,0,0,4,0,0,0,0,0,0,0
"2012-08-19",16,0,133446,78,0,0,5,0,1500,4,0,0,51,26,0,8,0,0,0,0,0,12,5,0,36,318,26,122,0,34,0,0,3,0,3,0,4,26,121,0,0,0,0,0,0,0,0,0,0,830,52,0,0,0,42,75,20,623,33,21,0,0,170,3,524,103,920,0,3094,1786,0,668,0,0,2,2,0,0,0,0,12,0
"2012-10-28",19,0,61658,30,0,0,0,0,621,0,0,2,27,378,0,20,0,0,0,0,0,0,5,0,0,6,0,16,6,0,0,0,21,0,3,5,15,34,14,0,0,0,0,0,0,0,0,0,0,154,8,0,0,0,0,3,0,218,0,12,0,0,175,0,0,9,333,0,2400,2310,0,1632,0,0,11,0,0,0,0,0,13,3
"2013-02-04",2,0,16548,33,0,0,0,0,329,0,0,0,3,22,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,4,0,0,0,3,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,44,0,0,0,0,32,0,28,10,165,0,716,706,0,332,2,0,0,0,0,0,0,0,0,0
"2013-05-06",3,0,53665,589,18,0,0,0,237,0,0,2,11,283,0,2,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,12,0,261,0,4,0,0,138,0,3,0,463,0,4810,1609,0,803,5,2,0,0,3,0,0,0,4,0
"2013-08-19",0,0,5181,23,0,0,0,0,24,0,0,0,2,42,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,20,0,0,0,53,0,328,185,0,214,0,0,0,0,0,0,0,0,0,0
"2013-10-28",3,0,34693,203,0,0,0,0,389,0,0,0,8,30,0,2,0,0,0,0,0,4,0,0,12,7,0,48,0,0,0,0,23,0,2,4,0,13,16,0,0,0,0,0,0,0,0,0,0,416,2,0,0,0,44,11,0,73,0,6,0,0,64,0,0,4,289,0,1264,722,0,691,0,2,0,0,0,0,0,0,0,2
