"","Thermoprotei","Iainarchaeia","Micrarchaeia","Methanobacteria","Methanomicrobia","Thermococci","Thermoplasmata","Woesearchaeia","uncultured","Nitrososphaeria","Acetothermiia","Acidobacteriia","Aminicenantia","Blastocatellia.Subgroup.4..","Blastocatellia.Subgroup.4.","Holophagae","Subgroup11.","Subgroup11","Subgroup17.","Subgroup17","Subgroup22.","Subgroup22","Subgroup6.","Subgroup6","Thermoanaerobaculia","c5LKS83","Acidimicrobiia","Actinobacteria","Coriobacteriia","KISTJJY010.","MBA2.108.","MBA2.108","Thermoleophilia","WCHB181.","unculturedanaerobic.bacterium.","unculturedbacterium.","Aquificae","Armatimonadia","Chthonomonadetes","Fimbriimonadia","Caldatribacteriia","JS1","Omnitrophicabacterium.OLB16.","metagenome","unculturedsoil.bacterium.PRR.11.","Bacteroidia","Ignavibacteria","OC31","Rhodothermia","Caldisericia","Calditrichia","Chlamydiae","LD1PA32.","Anaerolineae","Chloroflexia","Dehalococcoidia","JG30KF.CM66.","JG30KF.CM66","KD496.","KD496","Ktedonobacteria","OLB14","TK10","Cloacimonadia","Coprothermobacteria","Melainabacteria","Oxyphotobacteria","Sericytochromatia","Dadabacteriia","Deferribacteres","Deinococci","Babeliae","Elusimicrobia","Endomicrobia","LineageIIa.","LineageIIa","LineageIIb.","LineageIIb","LineageIIc.","LineageIIc","Campylobacteria","Chitinivibrionia","Fibrobacteria","BRHc20a.","Bacilli","Clostridia","Erysipelotrichia","Negativicutes","Fusobacteriia","BD211.terrestrial.group","Gemmatimonadetes","MD2902B12.","Hydrogenedentia","Kiritimatiellae","Latescibacteria","saltmarshclone.LCP.67.","unculturedAcidobacterium.sp..","unculturedBacteroidetes.bacterium.","unculturedFibrobacteres.bacterium.","unculturedLatescibacteria.bacterium.","unculturedPelobacter.sp..","unculturedbacterium.mle1.16.","unculturedorganism.","unculturedplanctomycete.","unculturedprokaryote.","unculturedsoil.bacterium.PBS.II.5.","unculturedsoil.bacterium.PBS.III.30.","Lentisphaeria","Oligosphaeria","Moduliflexia","P9X2b3D02","Nitrospira","Thermodesulfovibrionia","Omnitrophia","OmnitrophicaWOR_2.bacterium.RIFCSPLOWO2_12_FULL_51_24.","groundwatermetagenome.","mixedculture.isolate.koll11.","unculturedbeta.proteobacterium.","ABY1","Berkelbacteria","CPR2","Gracilibacteria","Microgenomatia","Parcubacteria","Saccharimonadia","WWE3","028H05P.BN.P5.","028H05P.BN.P5","BD711.","BD711","Brocadiae","OM190","Phycisphaerae","Pla3lineage.","Pla3lineage","Pla4lineage.","Pla4lineage","Planctomycetacia","vadinHA49","Alphaproteobacteria","Deltaproteobacteria","Gammaproteobacteria","Brachyspirae","Leptospirae","MVP15.","MVP15","Spirochaetia","V2072189E03.","V2072189E03","Synergistia","Mollicutes","Thermotogae","Verrucomicrobiae","Burkholderialesbacterium.Beta_02.","bacteriumenrichment.culture.clone.Anammox_3.","hydrothermalvent.metagenome.","unculturedsoil.bacterium.","bacteriumenrichment.culture.clone.Anammox_55.","bacteriumenrichment.culture.clone.SRAO_37.","bioreactormetagenome.","uncultureddelta.proteobacterium."
"SRR8298056",0,0,0,4,0,0,0,0,323,0,0,107,0,825,5,10,0,0,32,0,0,0,2,20,6,0,11,40,0,0,0,0,2,0,0,0,0,0,0,191,0,0,0,23,0,5548,2137,0,0,0,0,27,0,405,20,0,0,2,0,0,0,54,0,0,0,9,0,28,0,0,0,60,80,0,4,2,53,3,0,0,16,17,33,0,15,61,8,0,34,0,79,0,22,31,0,0,7,0,0,0,6,0,0,0,4,0,0,0,0,0,0,634,0,0,0,2,0,0,68,0,0,90,11,397,240,0,0,0,5,0,0,39,115,0,0,3,30,535,7,972,1693,6293,0,59,0,0,4,0,0,4,0,0,358,0,0,0,0,0,0,0,0
"SRR8300962",0,0,6,0,0,0,0,43,290,0,0,49,0,332,23,4,0,0,11,15,0,0,11,25,12,0,184,66,0,0,0,0,309,0,0,2,2,0,0,19,0,0,0,11,0,4973,153,38,0,0,150,52,0,601,60,0,0,3,0,39,0,62,7,0,0,60,2,5,4,0,0,38,2,0,0,14,45,0,0,0,202,14,8,0,16,105,16,0,10,0,235,0,16,18,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,851,0,16,0,13,0,0,0,0,0,78,44,130,57,0,0,0,24,0,0,229,297,0,5,0,4,478,0,1327,2882,5015,0,141,0,0,0,0,0,2,0,0,558,0,0,0,0,0,0,0,0
"SRR8301752",0,0,0,6,0,0,0,0,68,0,0,22,0,59,0,9,0,0,13,0,0,0,13,30,8,0,211,146,3,0,0,0,67,0,0,0,0,6,0,9,0,0,0,0,0,6336,128,0,0,0,0,19,0,208,4,0,0,0,0,3,0,47,0,0,0,4,0,0,0,0,0,3,3,0,0,0,2,0,0,0,202,0,0,0,73,139,12,5,15,0,59,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,188,0,7,5,0,0,0,2,0,0,15,0,0,0,0,0,52,0,1253,2135,5057,0,88,0,0,2,0,0,0,0,0,132,0,0,0,0,0,0,0,0
"SRR8301530",0,0,0,0,0,0,0,0,29,0,0,11,0,0,0,21,0,0,0,0,0,0,0,13,0,0,14,35,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,3999,3,0,0,0,0,55,0,34,0,0,0,0,0,0,0,0,0,0,0,93,0,4,0,0,0,21,0,0,0,3,0,0,0,0,234,0,0,0,10,19,0,0,26,0,34,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,14,0,0,0,0,0,0,0,14,22,0,0,0,0,0,0,448,1387,5103,0,457,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0
"SRR8298051",0,0,0,8,0,0,0,0,520,0,0,168,0,1070,10,18,0,0,52,0,0,0,7,39,9,0,24,72,0,0,0,0,10,0,0,0,0,2,0,367,0,0,0,37,0,7866,2861,0,0,0,0,55,0,611,47,4,0,0,2,0,0,66,0,0,0,12,0,26,0,0,0,64,90,0,0,7,48,7,0,0,43,23,37,0,23,100,16,4,63,0,158,0,28,85,0,0,7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1101,0,0,0,5,0,0,92,0,0,111,30,447,250,0,0,0,9,0,0,52,194,0,0,4,30,765,10,1632,2728,10207,0,56,0,0,0,0,0,7,0,0,469,0,0,0,0,0,0,0,0
"SRR8301362",2,0,0,0,0,0,0,0,111,0,0,76,0,181,4,27,0,0,2,0,0,0,0,2,0,0,14,82,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,8,0,9667,136,0,0,0,0,7,0,89,69,0,0,0,0,0,0,38,0,0,0,22,0,7,0,0,0,0,31,0,0,0,0,5,0,0,164,5,137,0,21,45,2,3,56,0,42,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,18,0,2,0,0,2,0,0,45,2,381,23,0,0,0,3,0,0,47,64,0,0,0,0,11,17,265,928,2915,0,32,0,0,2,0,0,0,0,0,370,0,0,0,0,0,0,0,0
"SRR8301657",0,0,0,0,0,0,0,1,192,0,0,29,0,217,7,185,0,0,17,9,2,0,2,32,2,0,85,45,0,0,0,0,44,0,0,0,0,0,0,20,0,0,0,32,0,5142,91,59,13,2,0,48,0,319,143,0,2,0,0,0,0,33,0,0,0,58,0,7,0,0,0,36,147,0,0,0,11,0,0,0,65,0,7,0,25,41,4,6,7,0,138,0,12,5,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,2,0,0,46,8,76,4,0,4,0,0,0,0,53,113,0,0,4,12,70,0,846,2255,6574,0,272,0,0,13,0,0,0,0,0,192,0,0,0,0,0,0,0,0
"SRR8298104",0,0,3,33,0,0,0,9,227,0,0,100,0,634,49,175,0,0,45,45,20,0,41,82,204,0,43,183,0,0,0,0,4,0,0,0,0,2,0,32,0,0,0,58,0,4576,718,0,0,0,0,147,0,792,0,2,0,0,0,2,0,89,2,0,0,16,0,3,0,0,15,105,229,0,5,2,12,0,0,0,4,0,0,0,38,265,19,45,11,0,9,0,18,9,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291,0,2,0,7,0,0,23,0,0,71,28,293,38,0,2,0,7,0,2,170,97,0,11,0,0,720,0,1021,3046,7194,0,76,0,0,10,0,0,2,3,0,320,0,0,0,0,0,0,0,0
"SRR8301517",0,0,0,0,0,0,0,0,183,0,0,33,0,526,20,4,0,0,16,0,0,0,0,6,0,0,61,55,0,0,0,0,16,0,0,2,0,12,0,29,0,0,0,8,0,3849,98,0,0,0,59,87,0,428,25,0,0,0,0,0,0,29,0,0,0,57,0,9,0,0,0,7,0,0,0,3,2,0,0,0,138,32,76,0,15,39,2,2,13,0,27,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,2,0,0,36,4,36,17,0,8,9,22,0,0,135,276,0,0,0,6,57,16,814,1065,3861,0,101,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0
"SRR8301208",0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4693,46,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,0,52,0,110,67,8,7,272,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,263,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,113,8480,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0
"SRR8301300",0,0,0,0,0,0,0,0,116,0,0,25,0,34,0,283,0,0,4,0,0,0,2,9,0,0,103,61,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,5,0,5504,331,0,0,0,0,0,0,10,5,0,0,0,0,0,0,3,0,0,0,2,0,14,0,0,0,16,0,0,0,0,0,0,0,0,51,0,3,0,8,24,0,0,8,0,82,0,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,135,0,0,35,0,0,0,0,0,0,17,4,0,0,0,0,23,0,570,323,3253,0,78,0,0,5,0,0,0,0,0,320,0,0,0,0,0,0,0,0
"SRR8301186",0,0,0,0,0,0,0,4,178,0,0,33,0,499,12,24,0,0,13,0,0,0,2,2,0,0,71,98,0,0,0,0,15,0,0,3,0,10,0,21,0,0,0,13,0,4085,109,2,0,0,69,134,0,456,19,0,0,0,0,0,0,34,0,0,0,57,3,7,0,0,0,3,0,0,0,4,5,0,0,0,188,43,38,0,12,39,3,2,18,0,32,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,2,0,0,0,0,2,0,0,41,3,39,15,0,10,9,15,0,0,144,240,0,0,0,10,75,14,775,1129,3782,0,82,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0
"SRR8301818",2,0,0,0,0,0,0,0,13,0,0,29,0,51,0,4,0,0,5,0,0,0,9,16,0,0,118,126,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,7,0,4047,166,0,0,0,0,20,0,161,61,0,0,0,2,0,0,6,0,0,0,35,0,0,0,0,0,2,31,0,8,0,0,0,0,0,215,0,26,0,24,61,2,0,14,0,65,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,2,0,0,38,0,8,3,0,0,0,12,0,0,100,57,0,0,0,0,89,0,1187,4134,6900,0,128,0,0,2,0,0,0,0,0,315,0,0,0,0,0,0,0,0
"SRR8301364",0,0,0,2,0,0,0,0,128,0,0,87,0,186,0,0,0,0,9,0,0,0,9,99,3,0,198,109,0,0,0,0,42,0,0,3,0,4,0,6,0,0,0,10,0,6881,164,0,0,0,0,86,0,477,34,0,0,0,0,0,0,30,2,5,0,117,77,0,0,0,0,11,0,0,0,0,20,0,0,0,127,0,0,0,10,114,11,9,18,0,93,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,0,3,0,0,0,0,9,0,0,112,0,90,62,0,0,0,0,0,0,56,129,0,0,0,0,315,0,1073,2223,4395,0,44,0,0,0,0,0,0,0,0,764,0,0,0,0,0,0,0,0
"SRR8301294",0,0,0,0,0,0,0,0,65,0,0,32,0,100,0,6,0,0,61,0,0,0,81,187,8,0,30,82,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,4,0,7619,146,0,0,0,0,30,0,1112,23,0,0,0,0,0,0,23,0,0,0,53,4,47,0,0,3,48,6,0,0,0,0,0,0,0,326,20,174,0,40,152,5,2,82,0,46,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,105,0,15,4,0,3,0,6,0,0,65,25,0,0,0,0,45,0,594,1629,5147,0,48,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0
"SRR8301054",2,0,0,0,0,0,0,0,60,0,0,19,0,41,0,669,0,0,4,0,0,0,0,14,5,0,0,33,2,0,0,0,0,0,0,0,0,0,0,25,0,0,0,15,0,3613,2842,0,0,0,0,0,0,176,0,0,0,0,0,0,0,4,0,0,0,121,5,65,0,0,0,0,6,0,0,0,2,0,0,0,489,7,15,0,7,71,5,0,27,0,37,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,4,0,0,0,0,45,0,0,229,4,174,5,0,0,0,0,0,0,14,9,0,0,0,0,6,2,432,893,8478,0,8,0,0,2,0,0,0,0,0,234,0,0,0,0,0,0,0,0
"SRR8301448",0,0,0,0,0,0,0,2,104,0,0,23,0,141,13,24,0,0,16,4,0,0,4,14,10,0,54,207,0,0,0,0,35,0,0,0,0,0,0,19,0,0,0,0,0,3590,123,0,0,0,0,15,0,664,25,0,0,0,2,5,0,68,2,0,0,26,0,10,0,0,0,8,42,0,3,4,0,0,0,0,110,56,12,0,33,49,8,4,12,0,66,0,19,7,0,0,31,0,0,0,2,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,7,0,0,103,6,48,12,0,0,0,16,0,0,63,120,0,0,0,0,83,0,659,1149,3502,0,263,0,0,3,0,0,0,0,0,273,0,0,0,0,0,0,0,0
"SRR8301266",0,0,0,0,0,0,0,6,66,0,0,39,0,334,11,7,0,0,34,9,0,0,3,31,0,0,81,135,0,0,0,0,37,0,0,0,0,0,0,20,0,0,0,6,0,4027,123,7,0,0,0,130,0,387,58,0,0,0,0,0,0,33,0,0,0,70,3,7,0,0,2,17,17,0,0,0,0,0,0,0,43,0,149,0,8,52,0,0,0,0,108,0,6,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,3,0,0,6,0,0,12,0,22,10,0,0,0,7,0,0,111,269,0,0,0,0,116,0,2123,1939,5066,0,206,0,0,14,0,0,0,0,0,214,0,0,0,0,0,0,0,0
"SRR8301775",0,0,0,0,0,0,0,0,199,0,0,50,0,276,0,19,0,0,34,0,0,0,4,18,0,0,81,310,0,0,0,0,80,0,0,0,0,0,0,5,0,0,0,8,0,4304,202,0,0,0,0,12,0,305,248,0,0,0,6,0,0,18,2,0,0,53,2,0,0,0,0,2,37,0,6,0,14,13,0,0,64,0,6,0,11,22,5,0,12,0,109,0,9,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,15,0,0,8,0,154,0,0,10,0,3,0,0,198,123,0,0,0,0,127,2,1436,5057,4954,0,52,0,0,10,0,0,0,0,0,248,0,0,0,0,0,0,0,0
"SRR8301238",0,0,0,6,0,0,0,0,96,0,0,31,0,425,0,115,0,0,0,30,0,0,64,72,76,0,401,122,2,0,0,0,42,0,0,0,0,0,0,108,0,0,0,32,0,4306,246,0,0,0,0,93,0,724,26,2,2,0,11,0,0,109,21,0,0,6,0,2,91,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,26,296,78,0,0,0,489,0,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,18,0,36,13,0,0,0,0,0,0,54,76,0,0,0,2,171,0,2385,929,5149,0,26,0,0,5,0,0,5,4,0,25,0,0,0,0,0,0,0,0
"SRR8301509",0,0,0,6,2,0,0,0,71,0,0,18,4,236,0,13,0,0,24,5,0,0,22,21,24,0,135,85,2,12,0,0,30,0,0,2,0,0,0,79,0,0,0,12,0,6559,692,0,0,0,3,10,0,683,8,0,0,0,23,13,0,149,7,0,0,6,0,0,0,0,0,27,43,0,0,0,0,0,0,0,7,2,0,0,26,96,14,7,0,0,74,0,30,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,2,38,11,30,0,0,0,3,0,0,114,29,0,0,0,0,112,0,723,1179,3774,0,177,0,0,7,0,0,0,0,0,74,0,0,0,0,0,17,0,0
"SRR8300967",2,0,0,0,0,0,0,11,134,0,0,37,0,227,21,16,0,0,13,0,0,0,8,19,13,0,96,68,0,0,0,0,28,0,0,2,0,4,0,18,0,0,0,0,0,4295,33,2,0,0,3,73,0,802,22,0,2,0,0,0,0,32,2,0,0,34,0,7,0,0,0,10,128,0,3,0,2,0,0,0,49,2,45,0,100,47,2,12,0,0,48,0,4,2,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,10,0,0,74,25,109,13,0,0,0,7,0,0,103,50,0,0,0,9,135,2,583,988,6485,0,120,0,0,10,0,0,0,0,0,284,0,0,0,0,0,0,0,0
"SRR8298063",0,0,2,5,0,0,0,4,344,0,0,16,0,405,0,153,0,0,22,59,0,0,5,17,34,0,247,335,0,8,0,0,83,0,0,2,0,0,0,67,0,0,0,18,0,5018,185,0,0,0,0,23,0,1030,95,0,2,2,0,7,0,133,2,0,0,0,2,0,0,0,0,60,3,0,0,0,0,0,0,2,242,79,0,0,199,310,22,28,139,0,66,0,3,8,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,329,0,0,0,0,0,0,31,0,0,74,13,44,75,5,0,0,6,0,0,53,97,0,18,0,0,171,4,703,1333,3363,0,31,0,0,3,0,0,3,0,0,51,0,0,0,0,0,0,0,0
"SRR8301601",0,0,0,0,0,0,0,9,289,0,0,85,0,224,2,4,0,0,4,3,0,0,14,32,12,0,94,42,0,0,0,0,66,0,0,2,0,2,0,27,0,0,0,8,0,3116,78,7,0,0,74,13,0,365,23,0,2,0,3,2,0,62,2,0,0,23,0,0,9,0,0,6,39,0,0,0,10,4,0,0,82,21,0,0,10,30,2,0,0,0,70,0,16,2,0,0,4,0,0,0,4,0,0,0,16,0,2,0,0,0,0,838,0,0,0,0,0,0,4,0,0,31,10,20,6,0,0,0,12,2,0,99,184,0,6,0,9,65,2,721,1033,5736,0,13,0,0,3,0,0,0,0,0,260,0,0,0,0,0,0,0,0
"SRR8301648",0,0,0,2,0,0,0,0,280,0,0,109,0,891,0,13,0,0,14,0,0,0,5,15,0,0,54,42,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,21,0,4672,213,0,0,0,0,9,0,487,51,0,0,0,0,2,0,25,0,0,0,105,0,35,0,0,0,16,0,0,0,13,0,0,0,0,28,0,20,0,8,47,9,3,11,0,30,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,582,0,0,0,10,0,0,0,0,0,16,0,27,4,0,2,0,0,0,0,91,163,0,0,0,0,203,0,1667,2238,5282,0,1190,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0
"SRR8301560",0,0,0,2,0,0,0,0,100,0,0,34,0,464,12,533,0,0,10,2,0,0,0,23,5,0,45,31,0,0,0,0,53,0,0,0,0,2,0,36,0,0,0,4,0,4862,46,10,0,0,0,41,0,342,19,0,0,0,0,4,0,34,0,0,0,70,22,0,0,0,0,27,23,0,0,0,16,0,0,0,83,0,0,0,8,49,0,2,5,0,98,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,0,0,0,0,0,0,8,0,0,13,11,94,14,0,13,0,3,0,0,67,136,0,0,0,0,61,3,826,1302,3637,0,103,0,0,14,0,0,0,0,0,264,0,0,0,0,0,0,0,0
"SRR8298089",0,0,0,2,7,4,0,0,14,0,0,42,0,0,0,97,0,0,0,0,0,0,0,2,0,0,44,350,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,9012,296,0,0,0,0,53,17,296,17,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,81,0,0,0,13,89,6,2,4,0,35,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,128,0,428,145,0,0,0,0,0,0,0,2,0,0,0,0,61,0,831,418,3989,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0
"SRR8301693",3,0,0,0,0,0,0,5,115,0,0,59,0,77,0,47,0,0,7,0,0,0,0,18,5,0,74,262,2,0,0,0,21,0,0,0,0,0,0,5,0,0,0,20,0,4680,82,0,0,0,0,15,0,278,11,0,0,0,0,0,0,2,0,0,0,76,4,7,0,0,0,33,34,0,0,0,0,0,0,0,62,0,0,0,3,25,4,0,17,0,224,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,5,0,0,55,0,116,4,0,2,0,0,0,0,105,282,0,0,0,0,65,0,564,1684,7029,0,101,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0
"SRR8301101",0,0,0,0,0,0,0,0,33,0,0,56,0,69,31,47,0,0,7,0,0,0,18,8,3,0,22,405,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,17,0,8404,128,0,0,0,0,0,0,467,0,0,0,0,0,0,0,9,0,0,0,40,15,8,0,0,0,0,28,0,0,0,8,0,0,0,24,0,55,0,42,9,0,11,0,0,45,0,4,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,8,0,0,34,13,93,5,0,12,0,7,0,0,44,47,0,0,0,0,108,0,680,1473,3734,0,33,0,0,9,0,0,0,0,0,644,0,0,0,0,0,0,0,0
"SRR8301447",0,0,0,0,0,0,0,0,124,0,0,34,0,145,11,27,0,0,9,0,0,0,8,18,11,0,47,206,0,0,0,0,38,0,0,0,0,0,0,14,0,0,0,4,0,3688,131,0,0,0,0,10,0,683,27,0,0,0,0,2,0,68,0,0,0,34,0,14,0,0,0,13,32,0,0,2,4,6,0,0,85,41,18,0,20,44,7,0,19,0,52,0,13,11,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,5,0,0,104,8,69,14,0,0,0,28,0,0,71,134,0,0,0,0,69,6,645,1165,3725,0,268,0,0,12,0,0,0,0,0,241,0,0,0,0,0,0,0,0
"SRR8301353",0,0,0,0,0,0,0,0,63,0,0,57,0,58,0,98,0,0,14,0,0,0,3,43,9,0,142,66,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,26,0,4263,826,2,0,0,0,6,0,356,5,0,0,0,0,0,0,37,0,0,0,0,0,14,0,0,0,141,28,0,0,0,0,0,0,0,78,0,3,0,11,58,2,9,2,0,114,0,11,2,0,0,1,0,0,0,0,0,0,16,5,0,0,0,0,0,0,24,0,0,0,0,0,0,37,0,0,54,6,244,47,0,0,0,0,0,0,11,39,0,0,0,4,65,0,454,1195,4852,0,41,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0
"SRR8301586",0,0,0,0,0,0,0,0,72,0,0,19,0,170,0,0,0,0,4,0,0,0,0,14,32,0,25,74,0,0,0,0,14,0,0,0,0,0,0,12,0,0,0,8,0,3627,164,0,0,0,0,35,0,275,27,0,0,0,2,0,0,5,0,0,0,47,0,0,0,0,0,8,0,0,0,0,2,0,0,0,20,0,0,0,40,25,0,0,11,0,55,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,3,0,0,0,0,7,0,0,21,0,84,3,0,0,0,10,0,0,87,89,0,0,0,0,49,0,808,1528,4852,0,93,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0
"SRR8301062",0,0,0,0,0,0,0,0,22,0,0,7,0,12,0,311,0,0,0,0,0,0,0,0,0,0,6,65,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,19,0,2264,2621,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,62,0,29,0,0,0,0,2,0,0,0,0,0,0,0,285,0,8,0,11,38,7,0,20,0,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,124,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,275,362,8264,0,0,0,0,2,0,0,0,0,0,126,0,0,0,0,0,0,0,0
"SRR8301479",0,0,0,0,0,0,0,5,336,46,0,9,0,82,0,2,0,0,21,0,0,0,6,7,3,0,73,71,0,0,0,0,64,0,0,407,0,0,0,70,0,0,0,9,0,3321,533,2,0,0,0,21,0,270,13,0,0,0,0,2,0,14,2,0,0,58,0,0,8,0,0,19,16,0,0,0,34,18,0,0,215,0,64,0,47,69,7,0,26,0,11,0,23,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,4,0,2,0,0,27,0,0,53,10,101,78,0,3,0,42,0,0,257,216,5,0,0,4,84,8,901,681,3709,0,4,0,0,2,0,0,0,0,0,326,0,0,0,0,0,0,0,0
"SRR8298174",0,0,0,4,5,0,0,8,494,39,0,32,0,397,0,20,0,0,111,137,0,0,48,89,199,0,2039,202,8,0,0,0,496,0,0,14,0,11,0,121,0,0,0,0,0,2243,68,0,0,0,910,124,0,1429,97,7,2,6,220,31,0,166,8,0,0,70,8,0,0,0,4,71,0,0,0,6,35,0,0,2,66,26,6,0,37,181,20,9,2,0,565,0,2,61,0,0,3,0,0,0,6,0,0,0,8,0,0,0,0,0,0,445,0,4,0,3,0,0,44,0,0,25,66,84,135,0,4,0,6,0,0,221,175,0,21,0,2,379,0,1642,1353,5168,0,0,0,0,0,0,0,0,2,0,95,0,0,0,0,0,0,0,0
"SRR8301418",0,0,0,0,0,0,0,0,90,0,0,51,0,115,0,41,0,0,26,10,0,0,8,21,4,0,229,133,0,0,0,0,249,0,0,0,0,0,0,6,0,0,0,0,0,4536,47,0,0,0,0,65,0,44,16,0,0,0,15,19,0,5,0,0,0,6,28,3,0,0,0,17,0,0,0,2,0,0,0,0,68,0,6,0,17,114,13,0,0,0,40,0,5,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,4,0,0,6,0,43,26,0,0,0,0,0,0,21,105,0,0,2,0,223,0,1101,1078,5017,0,10,0,0,4,0,0,0,9,0,253,0,0,0,0,0,0,0,0
"SRR8300998",0,0,0,0,0,0,0,0,126,0,0,40,0,329,19,732,0,0,153,9,0,0,35,15,32,0,56,159,0,0,0,0,38,0,0,0,0,11,0,31,0,0,0,6,0,8248,247,0,0,0,3,7,0,750,438,0,0,0,0,0,0,51,0,0,0,93,6,0,0,0,0,42,18,0,0,2,54,0,0,0,748,42,55,0,267,106,0,2,112,0,57,0,12,15,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,188,0,0,0,7,0,0,2,0,0,44,5,100,4,0,2,0,5,0,7,111,60,0,0,0,5,119,0,1033,1826,6299,0,25,0,0,5,0,0,0,0,0,240,0,0,0,0,0,0,0,0
